step,time_ns,xapp,adjusted_param,adjusted_value,c0_rbUtil,c0_dlThroughput,c0_AvgCqi,c0_SINR,c0_trafficLoad,c0_RSRP,c0_RSRQ,c0_ulSinr,c0_hoSuccessRate,c0_hoFailureRate,c0_hoAttempts,c1_rbUtil,c1_dlThroughput,c1_AvgCqi,c1_SINR,c1_trafficLoad,c1_RSRP,c1_RSRQ,c1_ulSinr,c1_hoSuccessRate,c1_hoFailureRate,c1_hoAttempts,c0_Param_TxPower,c0_Param_CIO,c1_Param_TxPower,c1_Param_CIO
15,17000000000,MLB,c0_CIO_delta,1,0.202962,2.02962,3.85714,13.8915,0.408493,-88.3623,-6.04523,4.7471,1,0,0,0.293893,2.93893,4.71429,15.3085,0.591507,-87.3623,-5.18802,4.7471,1,0,0,45,5,46,3
16,18000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,13.8915,0.408473,-88.3623,-6.04523,4.7471,1,0,0,0.294043,2.94043,4.71429,15.3085,0.591527,-87.3623,-5.18802,4.7471,1,0,0,45,6,46,3
17,19000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,6,45,3
18,20000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,6,45,3
19,21000000000,CCO,c1_TxPower_delta,2,0.294089,2.94089,4.71429,15.9083,0.591684,-87.3623,-5.18802,4.7471,1,0,0,0.202948,2.02948,3.85714,13.2917,0.408316,-88.3623,-6.04523,4.7471,1,0,0,46,6,45,3
20,22000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,6,46,3
21,23000000000,MLB,c0_CIO_delta,1,0.202948,2.02948,3.85714,13.8918,0.408236,-88.3623,-6.04523,4.7471,1,0,0,0.294186,2.94186,4.71429,15.3082,0.591764,-87.3623,-5.18802,4.7471,1,0,0,45,6,46,3
22,24000000000,ES,c1_TxPower_delta,-1,0.202895,2.02895,3.85714,13.8918,0.408212,-88.3623,-6.04523,4.7471,1,0,0,0.294138,2.94138,4.71429,15.3082,0.591788,-87.3623,-5.18802,4.7471,1,0,0,45,7,46,3
23,25000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,7,45,3
24,26000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,7,45,3
25,27000000000,CCO,c1_TxPower_delta,2,0.294089,2.94089,4.71429,15.9083,0.591748,-87.3623,-5.18802,4.7471,1,0,0,0.202895,2.02895,3.85714,13.2917,0.408252,-88.3623,-6.04523,4.7471,1,0,0,46,7,45,3
26,28000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,7,46,3
27,29000000000,MLB,c0_CIO_delta,1,0.202881,2.02881,3.85714,13.8918,0.408236,-88.3623,-6.04523,4.7471,1,0,0,0.294089,2.94089,4.71429,15.3082,0.591764,-87.3623,-5.18802,4.7471,1,0,0,45,7,46,3
28,30000000000,ES,c1_TxPower_delta,-1,0.202875,2.02875,3.85714,13.8918,0.408189,-88.3623,-6.04523,4.7471,1,0,0,0.294138,2.94138,4.71429,15.3082,0.591811,-87.3623,-5.18802,4.7471,1,0,0,45,8,46,3
29,31000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,8,45,3
30,32000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,8,45,3
31,33000000000,CCO,c1_TxPower_delta,2,0.294186,2.94186,4.71429,15.9083,0.591684,-87.3623,-5.18802,4.7471,1,0,0,0.203015,2.03015,3.85714,13.2917,0.408316,-88.3623,-6.04523,4.7471,1,0,0,46,8,45,3
32,34000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,8,46,3
33,35000000000,MLB,c0_CIO_delta,1,0.203015,2.03015,3.85714,13.8914,0.408559,-88.3623,-6.04523,4.7471,1,0,0,0.29389,2.9389,4.71429,15.3086,0.591441,-87.3623,-5.18802,4.7471,1,0,0,45,8,46,3
34,36000000000,ES,c1_TxPower_delta,-1,0.203015,2.03015,3.85714,13.8916,0.408356,-88.3623,-6.04523,4.7471,1,0,0,0.294138,2.94138,4.71429,15.3084,0.591644,-87.3623,-5.18802,4.7471,1,0,0,45,9,46,3
35,37000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,9,45,3
36,38000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,9,45,3
37,39000000000,CCO,c1_TxPower_delta,2,0.294186,2.94186,4.71429,15.9082,0.591828,-87.3623,-5.18802,4.7471,1,0,0,0.202895,2.02895,3.85714,13.2918,0.408172,-88.3623,-6.04523,4.7471,1,0,0,46,9,45,3
