step,time_ns,xapp,adjusted_param,adjusted_value,c0_rbUtil,c0_dlThroughput,c0_AvgCqi,c0_SINR,c0_trafficLoad,c0_RSRP,c0_RSRQ,c0_ulSinr,c0_hoSuccessRate,c0_hoFailureRate,c0_hoAttempts,c1_rbUtil,c1_dlThroughput,c1_AvgCqi,c1_SINR,c1_trafficLoad,c1_RSRP,c1_RSRQ,c1_ulSinr,c1_hoSuccessRate,c1_hoFailureRate,c1_hoAttempts,c0_Param_TxPower,c0_Param_CIO,c1_Param_TxPower,c1_Param_CIO
15,17000000000,MLB,c0_CIO_delta,1,0.202962,2.02962,3.85714,13.8915,0.408493,-88.3623,-6.04523,4.7471,1,0,0,0.293893,2.93893,4.71429,15.3085,0.591507,-87.3623,-5.18802,4.7471,1,0,0,45,5,46,3
16,18000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,13.8915,0.408473,-88.3623,-6.04523,4.7471,1,0,0,0.294043,2.94043,4.71429,15.3085,0.591527,-87.3623,-5.18802,4.7471,1,0,0,45,6,46,3
17,19000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,6,45,3
18,20000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,6,45,3
19,21000000000,CCO,c1_TxPower_delta,2,0.294089,2.94089,4.71429,15.9083,0.591684,-87.3623,-5.18802,4.7471,1,0,0,0.202948,2.02948,3.85714,13.2917,0.408316,-88.3623,-6.04523,4.7471,1,0,0,46,6,45,3
20,22000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,6,46,3
21,23000000000,MLB,c0_CIO_delta,1,0.202948,2.02948,3.85714,13.8918,0.408236,-88.3623,-6.04523,4.7471,1,0,0,0.294186,2.94186,4.71429,15.3082,0.591764,-87.3623,-5.18802,4.7471,1,0,0,45,6,46,3
22,24000000000,ES,c1_TxPower_delta,-1,0.202895,2.02895,3.85714,13.8918,0.408212,-88.3623,-6.04523,4.7471,1,0,0,0.294138,2.94138,4.71429,15.3082,0.591788,-87.3623,-5.18802,4.7471,1,0,0,45,7,46,3
23,25000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,7,45,3
24,26000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,7,45,3
25,27000000000,CCO,c1_TxPower_delta,2,0.294089,2.94089,4.71429,15.9083,0.591748,-87.3623,-5.18802,4.7471,1,0,0,0.202895,2.02895,3.85714,13.2917,0.408252,-88.3623,-6.04523,4.7471,1,0,0,46,7,45,3
26,28000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,7,46,3
27,29000000000,MLB,c0_CIO_delta,1,0.202881,2.02881,3.85714,13.8918,0.408236,-88.3623,-6.04523,4.7471,1,0,0,0.294089,2.94089,4.71429,15.3082,0.591764,-87.3623,-5.18802,4.7471,1,0,0,45,7,46,3
28,30000000000,ES,c1_TxPower_delta,-1,0.202875,2.02875,3.85714,13.8918,0.408189,-88.3623,-6.04523,4.7471,1,0,0,0.294138,2.94138,4.71429,15.3082,0.591811,-87.3623,-5.18802,4.7471,1,0,0,45,8,46,3
29,31000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,8,45,3
30,32000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,8,45,3
31,33000000000,CCO,c1_TxPower_delta,2,0.294186,2.94186,4.71429,15.9083,0.591684,-87.3623,-5.18802,4.7471,1,0,0,0.203015,2.03015,3.85714,13.2917,0.408316,-88.3623,-6.04523,4.7471,1,0,0,46,8,45,3
32,34000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,8,46,3
33,35000000000,MLB,c0_CIO_delta,1,0.203015,2.03015,3.85714,13.8914,0.408559,-88.3623,-6.04523,4.7471,1,0,0,0.29389,2.9389,4.71429,15.3086,0.591441,-87.3623,-5.18802,4.7471,1,0,0,45,8,46,3
34,36000000000,ES,c1_TxPower_delta,-1,0.203015,2.03015,3.85714,13.8916,0.408356,-88.3623,-6.04523,4.7471,1,0,0,0.294138,2.94138,4.71429,15.3084,0.591644,-87.3623,-5.18802,4.7471,1,0,0,45,9,46,3
35,37000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,9,45,3
36,38000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,9,45,3
37,39000000000,CCO,c1_TxPower_delta,2,0.294186,2.94186,4.71429,15.9082,0.591828,-87.3623,-5.18802,4.7471,1,0,0,0.202895,2.02895,3.85714,13.2918,0.408172,-88.3623,-6.04523,4.7471,1,0,0,46,9,45,3
38,40000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,9,46,3
39,41000000000,MLB,c0_CIO_delta,1,0.202948,2.02948,3.85714,13.8918,0.408236,-88.3623,-6.04523,4.7471,1,0,0,0.294186,2.94186,4.71429,15.3082,0.591764,-87.3623,-5.18802,4.7471,1,0,0,45,9,46,3
40,42000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,13.8917,0.408315,-88.3623,-6.04523,4.7471,1,0,0,0.294235,2.94235,4.71429,15.3083,0.591685,-87.3623,-5.18802,4.7471,1,0,0,45,10,46,3
41,43000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,10,45,3
42,44000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,10,45,3
43,45000000000,CCO,c1_TxPower_delta,2,0.294037,2.94037,4.71429,15.9082,0.591809,-87.3623,-5.18802,4.7471,1,0,0,0.202808,2.02808,3.85714,13.2918,0.408191,-88.3623,-6.04523,4.7471,1,0,0,46,10,45,3
44,46000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,10,46,3
45,47000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.8916,0.408436,-88.3623,-6.04523,4.7471,1,0,0,0.294089,2.94089,4.71429,15.3084,0.591564,-87.3623,-5.18802,4.7471,1,0,0,45,10,46,3
46,48000000000,ES,c1_TxPower_delta,-1,0.202928,2.02928,3.85714,13.8917,0.408314,-88.3623,-6.04523,4.7471,1,0,0,0.294063,2.94063,4.71429,15.3083,0.591686,-87.3623,-5.18802,4.7471,1,0,0,45,11,46,3
47,49000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,11,45,3
48,50000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,11,45,3
49,51000000000,CCO,c1_TxPower_delta,2,0.293965,2.93965,4.71429,15.9082,0.59183,-87.3623,-5.18802,4.7471,1,0,0,0.20274,2.0274,3.85714,13.2918,0.40817,-88.3623,-6.04523,4.7471,1,0,0,46,11,45,3
50,52000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,11,46,3
51,53000000000,MLB,c0_CIO_delta,1,0.202827,2.02827,3.85714,13.8918,0.408154,-88.3623,-6.04523,4.7471,1,0,0,0.294112,2.94112,4.71429,15.3082,0.591846,-87.3623,-5.18802,4.7471,1,0,0,45,11,46,3
52,54000000000,ES,c1_TxPower_delta,-1,0.202914,2.02914,3.85714,13.8918,0.408196,-88.3623,-6.04523,4.7471,1,0,0,0.294186,2.94186,4.71429,15.3082,0.591804,-87.3623,-5.18802,4.7471,1,0,0,45,12,46,3
53,55000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,12,45,3
54,56000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,12,45,3
55,57000000000,CCO,c1_TxPower_delta,2,0.294186,2.94186,4.71429,15.9083,0.591724,-87.3623,-5.18802,4.7471,1,0,0,0.202982,2.02982,3.85714,13.2917,0.408276,-88.3623,-6.04523,4.7471,1,0,0,46,12,45,3
56,58000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,12,46,3
57,59000000000,MLB,c0_CIO_delta,1,0.202948,2.02948,3.85714,13.8916,0.408356,-88.3623,-6.04523,4.7471,1,0,0,0.29404,2.9404,4.71429,15.3084,0.591644,-87.3623,-5.18802,4.7471,1,0,0,45,12,46,3
58,60000000000,ES,c1_TxPower_delta,-1,0.202948,2.02948,3.85714,13.8915,0.4085,-88.3623,-6.04523,4.7471,1,0,0,0.293864,2.93864,4.71429,15.3085,0.5915,-87.3623,-5.18802,4.7471,1,0,0,45,13,46,3
59,61000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,13,45,3
60,62000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,13,45,3
61,63000000000,CCO,c1_TxPower_delta,2,0.294235,2.94235,4.71429,15.9081,0.591868,-87.3623,-5.18802,4.7471,1,0,0,0.202895,2.02895,3.85714,13.2919,0.408132,-88.3623,-6.04523,4.7471,1,0,0,46,13,45,3
62,64000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,13,46,3
63,65000000000,MLB,c0_CIO_delta,1,0.202962,2.02962,3.85714,13.8917,0.408313,-88.3623,-6.04523,4.7471,1,0,0,0.294112,2.94112,4.71429,15.3083,0.591687,-87.3623,-5.18802,4.7471,1,0,0,45,13,46,3
64,66000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,13.8916,0.408356,-88.3623,-6.04523,4.7471,1,0,0,0.294186,2.94186,4.71429,15.3084,0.591644,-87.3623,-5.18802,4.7471,1,0,0,45,14,46,3
65,67000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,14,45,3
66,68000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,14,45,3
67,69000000000,CCO,c1_TxPower_delta,2,0.294186,2.94186,4.71429,15.9082,0.591764,-87.3623,-5.18802,4.7471,1,0,0,0.202948,2.02948,3.85714,13.2918,0.408236,-88.3623,-6.04523,4.7471,1,0,0,46,14,45,3
68,70000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,14,46,3
69,71000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.8916,0.408356,-88.3623,-6.04523,4.7471,1,0,0,0.294186,2.94186,4.71429,15.3084,0.591644,-87.3623,-5.18802,4.7471,1,0,0,45,14,46,3
70,72000000000,ES,c1_TxPower_delta,-1,0.203015,2.03015,3.85714,13.8916,0.408377,-88.3623,-6.04523,4.7471,1,0,0,0.294112,2.94112,4.71429,15.3084,0.591623,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
71,73000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
72,74000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
73,75000000000,CCO,c1_TxPower_delta,2,0.294063,2.94063,4.71429,15.9084,0.591583,-87.3623,-5.18802,4.7471,1,0,0,0.203015,2.03015,3.85714,13.2916,0.408417,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
74,76000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
75,77000000000,MLB,c0_CIO_delta,1,0.202908,2.02908,3.85714,13.8918,0.408229,-88.3623,-6.04523,4.7471,1,0,0,0.294138,2.94138,4.71429,15.3082,0.591771,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
76,78000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,13.8915,0.408457,-88.3623,-6.04523,4.7471,1,0,0,0.294063,2.94063,4.71429,15.3085,0.591543,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
77,79000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
78,80000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
79,81000000000,CCO,c1_TxPower_delta,2,0.29404,2.9404,4.71429,15.9083,0.591691,-87.3623,-5.18802,4.7471,1,0,0,0.202908,2.02908,3.85714,13.2917,0.408309,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
80,82000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
81,83000000000,MLB,c0_CIO_delta,1,0.202895,2.02895,3.85714,13.8918,0.408172,-88.3623,-6.04523,4.7471,1,0,0,0.294186,2.94186,4.71429,15.3082,0.591828,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
82,84000000000,ES,c1_TxPower_delta,-1,0.202928,2.02928,3.85714,13.8918,0.408233,-88.3623,-6.04523,4.7471,1,0,0,0.29416,2.9416,4.71429,15.3082,0.591767,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
83,85000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
84,86000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
85,87000000000,CCO,c1_TxPower_delta,2,0.294089,2.94089,4.71429,15.9083,0.591748,-87.3623,-5.18802,4.7471,1,0,0,0.202895,2.02895,3.85714,13.2917,0.408252,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
86,88000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
87,89000000000,MLB,c0_CIO_delta,1,0.202948,2.02948,3.85714,13.8917,0.408337,-88.3623,-6.04523,4.7471,1,0,0,0.294063,2.94063,4.71429,15.3083,0.591663,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
88,90000000000,ES,c1_TxPower_delta,-1,0.202995,2.02995,3.85714,13.8916,0.408372,-88.3623,-6.04523,4.7471,1,0,0,0.294089,2.94089,4.71429,15.3084,0.591628,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
89,91000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
90,92000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
91,93000000000,CCO,c1_TxPower_delta,2,0.294186,2.94186,4.71429,15.9084,0.591644,-87.3623,-5.18802,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2916,0.408356,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
92,94000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
93,95000000000,MLB,c0_CIO_delta,1,0.202995,2.02995,3.85714,13.8915,0.408452,-88.3623,-6.04523,4.7471,1,0,0,0.293991,2.93991,4.71429,15.3085,0.591548,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
94,96000000000,ES,c1_TxPower_delta,-1,0.202914,2.02914,3.85714,13.8918,0.408236,-88.3623,-6.04523,4.7471,1,0,0,0.294138,2.94138,4.71429,15.3082,0.591764,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
95,97000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
96,98000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
97,99000000000,CCO,c1_TxPower_delta,2,0.293864,2.93864,4.71429,15.9086,0.59142,-87.3623,-5.18802,4.7471,1,0,0,0.203015,2.03015,3.85714,13.2914,0.40858,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
98,100000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
99,101000000000,MLB,c0_CIO_delta,1,0.202808,2.02808,3.85714,13.8919,0.408109,-88.3623,-6.04523,4.7471,1,0,0,0.294138,2.94138,4.71429,15.3081,0.591891,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
100,102000000000,ES,c1_TxPower_delta,-1,0.202962,2.02962,3.85714,13.8917,0.408252,-88.3623,-6.04523,4.7471,1,0,0,0.294186,2.94186,4.71429,15.3083,0.591748,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
101,103000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
102,104000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,15,45,3
103,105000000000,CCO,c1_TxPower_delta,2,0.294138,2.94138,4.71429,15.9083,0.591748,-87.3623,-5.18802,4.7471,1,0,0,0.202928,2.02928,3.85714,13.2917,0.408252,-88.3623,-6.04523,4.7471,1,0,0,46,15,45,3
104,106000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,15,46,3
105,107000000000,MLB,c0_CIO_delta,1,0.202982,2.02982,3.85714,13.8916,0.408377,-88.3623,-6.04523,4.7471,1,0,0,0.294063,2.94063,4.71429,15.3084,0.591623,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
106,108000000000,ES,c1_TxPower_delta,-1,0.202914,2.02914,3.85714,13.8916,0.408399,-88.3623,-6.04523,4.7471,1,0,0,0.293939,2.93939,4.71429,15.3084,0.591601,-87.3623,-5.18802,4.7471,1,0,0,45,15,46,3
